,0
72,ISIC_0000930_segmentation.png
73,ISIC_0004509_segmentation.png
74,ISIC_0000180_segmentation.png
75,ISIC_0004657_segmentation.png
76,ISIC_0001307_segmentation.png
77,ISIC_0009552_segmentation.png
78,ISIC_0005742_segmentation.png
79,ISIC_0000710_segmentation.png
80,ISIC_0004524_segmentation.png
81,ISIC_0009222_segmentation.png
82,ISIC_0000633_segmentation.png
83,ISIC_0008940_segmentation.png
84,ISIC_0000548_segmentation.png
85,ISIC_0005106_segmentation.png
86,ISIC_0005804_segmentation.png
87,ISIC_0009881_segmentation.png
88,ISIC_0004040_segmentation.png
89,ISIC_0010164_segmentation.png
90,ISIC_0009233_segmentation.png
91,ISIC_0005281_segmentation.png
92,ISIC_0002191_segmentation.png
93,ISIC_0003637_segmentation.png
94,ISIC_0001738_segmentation.png
95,ISIC_0012073_segmentation.png
96,ISIC_0002576_segmentation.png
97,ISIC_0011924_segmentation.png
98,ISIC_0003845_segmentation.png
99,ISIC_0000658_segmentation.png
100,ISIC_0000815_segmentation.png
101,ISIC_0014088_segmentation.png
102,B506_segmentation.png
103,P223_segmentation.png
104,ISIC_0011095_segmentation.png
105,ISIC_0001080_segmentation.png
106,ISIC_0008235_segmentation.png
107,ISIC_0010954_segmentation.png
108,ISIC_0008942_segmentation.png
109,ISIC_0002136_segmentation.png
110,ISIC_0008081_segmentation.png
111,ISIC_0011561_segmentation.png
112,ISIC_0001550_segmentation.png
113,D262a_segmentation.png
114,ISIC_0006842_segmentation.png
115,ISIC_0011030_segmentation.png
116,ISIC_0010576_segmentation.png
117,ISIC_0004618_segmentation.png
118,ISIC_0003052_segmentation.png
119,ISIC_0001190_segmentation.png
120,ISIC_0000186_segmentation.png
121,ISIC_0011039_segmentation.png
122,ISIC_0009003_segmentation.png
123,ISIC_0007490_segmentation.png
124,ISIC_0009041_segmentation.png
125,ISIC_0006440_segmentation.png
126,ISIC_0009140_segmentation.png
127,ISIC_0009348_segmentation.png
128,ISIC_0009054_segmentation.png
129,B610b_segmentation.png
130,ISIC_0005507_segmentation.png
131,D445b_segmentation.png
132,ISIC_0001325_segmentation.png
133,ISIC_0004114_segmentation.png
134,ISIC_0010749_segmentation.png
135,P128b_segmentation.png
136,P54_segmentation.png
137,ISIC_0006731_segmentation.png
138,ISIC_0007977_segmentation.png
139,C199_segmentation.png
140,ISIC_0005146_segmentation.png
141,ISIC_0007333_segmentation.png
142,ISIC_0005515_segmentation.png
143,ISIC_0003125_segmentation.png
144,ISIC_0008851_segmentation.png
145,ISIC_0000251_segmentation.png
146,ISIC_0003318_segmentation.png
147,ISIC_0006219_segmentation.png
148,ISIC_0001963_segmentation.png
149,ISIC_0002408_segmentation.png
150,ISIC_0003706_segmentation.png
151,ISIC_0003921_segmentation.png
152,ISIC_0001197_segmentation.png
153,ISIC_0002429_segmentation.png
154,ISIC_0003762_segmentation.png
155,D169a_segmentation.png
156,ISIC_0003821_segmentation.png
157,ISIC_0006860_segmentation.png
158,ISIC_0004611_segmentation.png
159,ISIC_0012911_segmentation.png
160,ISIC_0000357_segmentation.png
161,ISIC_0001538_segmentation.png
162,ISIC_0000618_segmentation.png
163,ISIC_0000528_segmentation.png
164,ISIC_0014891_segmentation.png
165,ISIC_0002438_segmentation.png
166,ISIC_0009830_segmentation.png
167,ISIC_0005704_segmentation.png
168,ISIC_0011126_segmentation.png
169,ISIC_0003589_segmentation.png
170,ISIC_0007856_segmentation.png
171,ISIC_0011696_segmentation.png
172,ISIC_0008852_segmentation.png
173,ISIC_0011975_segmentation.png
174,ISIC_0007549_segmentation.png
175,ISIC_0006272_segmentation.png
176,ISIC_0002378_segmentation.png
177,ISIC_0004448_segmentation.png
178,ISIC_0002087_segmentation.png
179,ISIC_0003643_segmentation.png
180,ISIC_0004137_segmentation.png
181,ISIC_0005420_segmentation.png
182,ISIC_0005016_segmentation.png
183,ISIC_0010879_segmentation.png
184,ISIC_0014029_segmentation.png
185,ISIC_0005571_segmentation.png
186,ISIC_0001633_segmentation.png
187,ISIC_0004132_segmentation.png
188,ISIC_0001180_segmentation.png
189,ISIC_0003964_segmentation.png
190,ISIC_0009089_segmentation.png
191,ISIC_0002197_segmentation.png
192,ISIC_0011525_segmentation.png
193,ISIC_0007539_segmentation.png
194,ISIC_0010246_segmentation.png
195,ISIC_0001790_segmentation.png
196,B377_segmentation.png
197,ISIC_0003784_segmentation.png
198,ISIC_0010133_segmentation.png
199,ISIC_0013488_segmentation.png
200,ISIC_0005606_segmentation.png
201,ISIC_0005284_segmentation.png
202,ISIC_0005182_segmentation.png
203,ISIC_0000080_segmentation.png
204,ISIC_0012024_segmentation.png
205,ISIC_0006215_segmentation.png
206,ISIC_0012433_segmentation.png
207,ISIC_0014903_segmentation.png
208,ISIC_0007031_segmentation.png
209,ISIC_0000470_segmentation.png
210,ISIC_0010235_segmentation.png
211,ISIC_0002901_segmentation.png
212,ISIC_0003432_segmentation.png
213,ISIC_0007150_segmentation.png
214,ISIC_0010568_segmentation.png
215,P337e_segmentation.png
216,ISIC_0001261_segmentation.png
217,ISIC_0005700_segmentation.png
218,D123_segmentation.png
219,ISIC_0002124_segmentation.png
220,ISIC_0002451_segmentation.png
221,ISIC_0005993_segmentation.png
222,ISIC_0006497_segmentation.png
223,ISIC_0003095_segmentation.png
224,ISIC_0006506_segmentation.png
225,ISIC_0003775_segmentation.png
226,ISIC_0001519_segmentation.png
227,ISIC_0003610_segmentation.png
228,ISIC_0011301_segmentation.png
229,ISIC_0002304_segmentation.png
230,ISIC_0003410_segmentation.png
231,ISIC_0010204_segmentation.png
232,ISIC_0001792_segmentation.png
233,ISIC_0001172_segmentation.png
234,ISIC_0012653_segmentation.png
235,A6_segmentation.png
236,ISIC_0006778_segmentation.png
237,ISIC_0005834_segmentation.png
238,ISIC_0011474_segmentation.png
239,ISIC_0009736_segmentation.png
240,ISIC_0003952_segmentation.png
241,ISIC_0000832_segmentation.png
242,ISIC_0012062_segmentation.png
243,ISIC_0002610_segmentation.png
244,ISIC_0002725_segmentation.png
245,ISIC_0011155_segmentation.png
246,ISIC_0001303_segmentation.png
247,ISIC_0010656_segmentation.png
248,ISIC_0010746_segmentation.png
249,ISIC_0002285_segmentation.png
250,ISIC_0009785_segmentation.png
251,ISIC_0010084_segmentation.png
252,ISIC_0011667_segmentation.png
253,ISIC_0005438_segmentation.png
254,ISIC_0007086_segmentation.png
255,ISIC_0002141_segmentation.png
256,ISIC_0009301_segmentation.png
257,ISIC_0006827_segmentation.png
258,ISIC_0001136_segmentation.png
259,ISIC_0000082_segmentation.png
260,ISIC_0006681_segmentation.png
261,ISIC_0005461_segmentation.png
262,ISIC_0006471_segmentation.png
263,ISIC_0010034_segmentation.png
264,ISIC_0012351_segmentation.png
265,ISIC_0002596_segmentation.png
266,ISIC_0003252_segmentation.png
267,ISIC_0013667_segmentation.png
268,ISIC_0007322_segmentation.png
269,ISIC_0000521_segmentation.png
270,ISIC_0001110_segmentation.png
271,ISIC_0004519_segmentation.png
272,ISIC_0000406_segmentation.png
273,ISIC_0006924_segmentation.png
274,ISIC_0008718_segmentation.png
275,ISIC_0005310_segmentation.png
276,ISIC_0004163_segmentation.png
277,B274_segmentation.png
278,ISIC_0008558_segmentation.png
279,ISIC_0000320_segmentation.png
280,ISIC_0011695_segmentation.png
281,ISIC_0004003_segmentation.png
282,ISIC_0009551_segmentation.png
283,ISIC_0005506_segmentation.png
284,ISIC_0011800_segmentation.png
285,ISIC_0006013_segmentation.png
286,ISIC_0012083_segmentation.png
287,ISIC_0008910_segmentation.png
288,ISIC_0003270_segmentation.png
289,ISIC_0002646_segmentation.png
290,ISIC_0003794_segmentation.png
291,ISIC_0014699_segmentation.png
292,ISIC_0009822_segmentation.png
293,ISIC_0006943_segmentation.png
294,ISIC_0010058_segmentation.png
295,ISIC_0000421_segmentation.png
296,ISIC_0013643_segmentation.png
297,ISIC_0001802_segmentation.png
298,ISIC_0005348_segmentation.png
299,ISIC_0009373_segmentation.png
300,ISIC_0007123_segmentation.png
301,ISIC_0008876_segmentation.png
302,ISIC_0000544_segmentation.png
303,ISIC_0011465_segmentation.png
304,P356a_segmentation.png
305,D215a_segmentation.png
306,ISIC_0006338_segmentation.png
307,ISIC_0009367_segmentation.png
308,ISIC_0002371_segmentation.png
309,ISIC_0010041_segmentation.png
310,ISIC_0005141_segmentation.png
311,ISIC_0005325_segmentation.png
312,ISIC_0001863_segmentation.png
313,ISIC_0005890_segmentation.png
314,ISIC_0006689_segmentation.png
315,ISIC_0007151_segmentation.png
316,ISIC_0008863_segmentation.png
317,ISIC_0007815_segmentation.png
318,ISIC_0000476_segmentation.png
319,B229a_segmentation.png
320,ISIC_0012773_segmentation.png
321,ISIC_0009066_segmentation.png
322,ISIC_0010874_segmentation.png
323,ISIC_0000048_segmentation.png
324,ISIC_0000215_segmentation.png
325,ISIC_0001937_segmentation.png
326,ISIC_0005767_segmentation.png
327,ISIC_0004920_segmentation.png
328,ISIC_0008768_segmentation.png
329,ISIC_0001131_segmentation.png
330,ISIC_0003006_segmentation.png
331,ISIC_0004859_segmentation.png
332,ISIC_0005193_segmentation.png
333,ISIC_0003719_segmentation.png
334,ISIC_0012662_segmentation.png
335,D124_segmentation.png
336,ISIC_0005638_segmentation.png
337,ISIC_0003862_segmentation.png
338,ISIC_0004933_segmentation.png
339,ISIC_0005878_segmentation.png
340,ISIC_0006354_segmentation.png
341,ISIC_0005118_segmentation.png
342,B30_segmentation.png
343,ISIC_0009380_segmentation.png
344,ISIC_0005952_segmentation.png
345,ISIC_0001388_segmentation.png
346,B1074_segmentation.png
347,ISIC_0002146_segmentation.png
348,ISIC_0008289_segmentation.png
349,ISIC_0000160_segmentation.png
350,ISIC_0004077_segmentation.png
351,ISIC_0002510_segmentation.png
352,ISIC_0008392_segmentation.png
353,ISIC_0010594_segmentation.png
354,P347c_segmentation.png
355,ISIC_0006411_segmentation.png
356,ISIC_0000147_segmentation.png
357,ISIC_0002002_segmentation.png
358,ISIC_0010557_segmentation.png
359,ISIC_0005317_segmentation.png
360,ISIC_0000601_segmentation.png
361,ISIC_0000261_segmentation.png
362,ISIC_0009707_segmentation.png
363,ISIC_0004627_segmentation.png
364,ISIC_0011018_segmentation.png
365,ISIC_0014028_segmentation.png
366,ISIC_0007167_segmentation.png
367,ISIC_0002966_segmentation.png
368,ISIC_0006100_segmentation.png
369,ISIC_0014049_segmentation.png
370,B599_segmentation.png
371,ISIC_0009773_segmentation.png
372,ISIC_0013497_segmentation.png
373,P454a_segmentation.png
374,ISIC_0012232_segmentation.png
375,ISIC_0006856_segmentation.png
376,D155b_segmentation.png
377,ISIC_0004090_segmentation.png
378,ISIC_0011428_segmentation.png
379,ISIC_0000243_segmentation.png
380,ISIC_0001665_segmentation.png
381,ISIC_0001780_segmentation.png
382,ISIC_0004478_segmentation.png
383,ISIC_0001251_segmentation.png
384,ISIC_0008933_segmentation.png
385,ISIC_0006553_segmentation.png
386,ISIC_0004636_segmentation.png
387,ISIC_0001959_segmentation.png
388,ISIC_0013129_segmentation.png
389,ISIC_0012683_segmentation.png
390,ISIC_0004540_segmentation.png
391,ISIC_0010775_segmentation.png
392,ISIC_0004437_segmentation.png
393,ISIC_0009744_segmentation.png
394,ISIC_0006658_segmentation.png
395,ISIC_0004752_segmentation.png
396,ISIC_0011597_segmentation.png
397,ISIC_0005017_segmentation.png
398,ISIC_0004987_segmentation.png
399,P373a_segmentation.png
400,ISIC_0009953_segmentation.png
401,ISIC_0011160_segmentation.png
402,ISIC_0008195_segmentation.png
403,ISIC_0009465_segmentation.png
404,ISIC_0005550_segmentation.png
405,ISIC_0012089_segmentation.png
406,ISIC_0013474_segmentation.png
407,ISIC_0003765_segmentation.png
408,ISIC_0010768_segmentation.png
409,ISIC_0005922_segmentation.png
410,ISIC_0013933_segmentation.png
411,ISIC_0014325_segmentation.png
412,ISIC_0001693_segmentation.png
413,ISIC_0003708_segmentation.png
414,ISIC_0010518_segmentation.png
415,P81a_segmentation.png
416,ISIC_0011181_segmentation.png
417,ISIC_0001477_segmentation.png
418,ISIC_0011563_segmentation.png
419,ISIC_0009235_segmentation.png
420,ISIC_0007142_segmentation.png
421,ISIC_0009880_segmentation.png
422,ISIC_0010165_segmentation.png
423,ISIC_0002585_segmentation.png
424,ISIC_0006973_segmentation.png
425,ISIC_0000621_segmentation.png
426,ISIC_0007080_segmentation.png
427,P299_segmentation.png
428,ISIC_0004192_segmentation.png
429,ISIC_0008125_segmentation.png
430,A11_segmentation.png
431,ISIC_0010724_segmentation.png
432,ISIC_0011230_segmentation.png
433,ISIC_0010044_segmentation.png
434,D522_segmentation.png
435,ISIC_0007700_segmentation.png
436,ISIC_0001122_segmentation.png
437,ISIC_0001846_segmentation.png
438,ISIC_0002665_segmentation.png
439,ISIC_0001245_segmentation.png
440,ISIC_0014264_segmentation.png
441,ISIC_0005553_segmentation.png
442,ISIC_0008757_segmentation.png
443,ISIC_0010932_segmentation.png
444,ISIC_0013922_segmentation.png
445,ISIC_0001253_segmentation.png
446,ISIC_0003401_segmentation.png
447,ISIC_0001567_segmentation.png
448,ISIC_0003012_segmentation.png
449,ISIC_0005299_segmentation.png
450,ISIC_0007011_segmentation.png
451,B481_segmentation.png
452,ISIC_0002823_segmentation.png
453,ISIC_0011201_segmentation.png
454,ISIC_0009130_segmentation.png
455,ISIC_0006164_segmentation.png
456,ISIC_0009002_segmentation.png
457,ISIC_0005414_segmentation.png
458,ISIC_0001153_segmentation.png
459,ISIC_0005157_segmentation.png
460,ISIC_0001841_segmentation.png
461,ISIC_0004723_segmentation.png
462,ISIC_0000975_segmentation.png
463,ISIC_0005950_segmentation.png
464,ISIC_0001826_segmentation.png
465,ISIC_0004940_segmentation.png
466,ISIC_0007155_segmentation.png
467,B211b_segmentation.png
468,ISIC_0004061_segmentation.png
469,ISIC_0003184_segmentation.png
470,B299_segmentation.png
471,ISIC_0009035_segmentation.png
472,ISIC_0004663_segmentation.png
473,ISIC_0008968_segmentation.png
474,ISIC_0010240_segmentation.png
475,ISIC_0007810_segmentation.png
476,B17c_segmentation.png
477,ISIC_0003428_segmentation.png
478,ISIC_0012094_segmentation.png
479,ISIC_0002216_segmentation.png
480,ISIC_0000639_segmentation.png
481,ISIC_0005173_segmentation.png
482,ISIC_0002988_segmentation.png
483,ISIC_0005718_segmentation.png
484,ISIC_0011945_segmentation.png
485,ISIC_0000654_segmentation.png
486,ISIC_0002685_segmentation.png
487,ISIC_0005247_segmentation.png
488,ISIC_0005824_segmentation.png
489,ISIC_0006496_segmentation.png
490,ISIC_0007627_segmentation.png
491,ISIC_0009332_segmentation.png
492,ISIC_0002549_segmentation.png
493,ISIC_0003113_segmentation.png
494,ISIC_0003577_segmentation.png
495,ISIC_0002045_segmentation.png
496,ISIC_0002968_segmentation.png
497,ISIC_0007092_segmentation.png
498,ISIC_0014473_segmentation.png
499,ISIC_0005480_segmentation.png
500,ISIC_0009548_segmentation.png
501,ISIC_0005596_segmentation.png
502,ISIC_0009818_segmentation.png
503,ISIC_0008370_segmentation.png
504,ISIC_0010774_segmentation.png
505,ISIC_0011110_segmentation.png
506,ISIC_0003276_segmentation.png
507,ISIC_0003871_segmentation.png
508,ISIC_0003441_segmentation.png
509,ISIC_0003966_segmentation.png
510,ISIC_0008192_segmentation.png
511,ISIC_0010319_segmentation.png
512,ISIC_0011883_segmentation.png
513,P173a_segmentation.png
514,C71_segmentation.png
515,ISIC_0009607_segmentation.png
516,ISIC_0009133_segmentation.png
517,ISIC_0001614_segmentation.png
518,ISIC_0007296_segmentation.png
519,ISIC_0002171_segmentation.png
520,ISIC_0006818_segmentation.png
521,ISIC_0010076_segmentation.png
522,ISIC_0012309_segmentation.png
523,P454c_segmentation.png
524,ISIC_0000435_segmentation.png
525,ISIC_0003227_segmentation.png
526,ISIC_0011023_segmentation.png
527,D726a_segmentation.png
528,ISIC_0009738_segmentation.png
529,ISIC_0007262_segmentation.png
530,ISIC_0001596_segmentation.png
531,ISIC_0013155_segmentation.png
532,ISIC_0008224_segmentation.png
533,ISIC_0012164_segmentation.png
534,ISIC_0008060_segmentation.png
535,B610a_segmentation.png
536,ISIC_0011715_segmentation.png
537,D187a_segmentation.png
538,ISIC_0005300_segmentation.png
539,ISIC_0001178_segmentation.png
540,ISIC_0000608_segmentation.png
541,ISIC_0013403_segmentation.png
542,ISIC_0004881_segmentation.png
543,ISIC_0004961_segmentation.png
544,ISIC_0010445_segmentation.png
545,ISIC_0009255_segmentation.png
546,ISIC_0004508_segmentation.png
547,ISIC_0000880_segmentation.png
548,ISIC_0005019_segmentation.png
549,ISIC_0002658_segmentation.png
550,ISIC_0013087_segmentation.png
551,ISIC_0005579_segmentation.png
552,ISIC_0005205_segmentation.png
553,ISIC_0010628_segmentation.png
554,ISIC_0008724_segmentation.png
555,ISIC_0005110_segmentation.png
556,A38_segmentation.png
557,ISIC_0010060_segmentation.png
558,T233a_segmentation.png
559,ISIC_0005031_segmentation.png
560,ISIC_0008531_segmentation.png
561,ISIC_0009031_segmentation.png
562,ISIC_0005745_segmentation.png
563,ISIC_0008140_segmentation.png
564,B27a_segmentation.png
565,ISIC_0008194_segmentation.png
566,ISIC_0004930_segmentation.png
567,ISIC_0006048_segmentation.png
568,ISIC_0005957_segmentation.png
569,T110_segmentation.png
570,ISIC_0011475_segmentation.png
571,ISIC_0011769_segmentation.png
572,ISIC_0001928_segmentation.png
573,ISIC_0007330_segmentation.png
574,B160_segmentation.png
575,ISIC_0002931_segmentation.png
576,ISIC_0009528_segmentation.png
577,ISIC_0009856_segmentation.png
578,ISIC_0007548_segmentation.png
579,ISIC_0009408_segmentation.png
580,ISIC_0010420_segmentation.png
581,P86a_segmentation.png
582,ISIC_0008160_segmentation.png
583,ISIC_0002396_segmentation.png
584,ISIC_0002368_segmentation.png
585,D413a_segmentation.png
586,ISIC_0010267_segmentation.png
587,ISIC_0005424_segmentation.png
588,ISIC_0010534_segmentation.png
589,ISIC_0010992_segmentation.png
590,ISIC_0000134_segmentation.png
591,ISIC_0009257_segmentation.png
592,ISIC_0009989_segmentation.png
593,ISIC_0011279_segmentation.png
594,ISIC_0007726_segmentation.png
595,ISIC_0003024_segmentation.png
596,A9_segmentation.png
597,ISIC_0009616_segmentation.png
598,ISIC_0011084_segmentation.png
599,ISIC_0005179_segmentation.png
600,ISIC_0005351_segmentation.png
601,ISIC_0002713_segmentation.png
602,ISIC_0011711_segmentation.png
603,ISIC_0008983_segmentation.png
604,ISIC_0011455_segmentation.png
605,ISIC_0013772_segmentation.png
606,ISIC_0006748_segmentation.png
607,ISIC_0012681_segmentation.png
608,ISIC_0007680_segmentation.png
609,ISIC_0002729_segmentation.png
610,ISIC_0006797_segmentation.png
611,ISIC_0002453_segmentation.png
612,ISIC_0011557_segmentation.png
613,ISIC_0014360_segmentation.png
614,ISIC_0007636_segmentation.png
615,B367_segmentation.png
616,ISIC_0008645_segmentation.png
617,ISIC_0002452_segmentation.png
618,ISIC_0005713_segmentation.png
619,ISIC_0000919_segmentation.png
620,ISIC_0013423_segmentation.png
621,ISIC_0010195_segmentation.png
622,ISIC_0011752_segmentation.png
623,ISIC_0000553_segmentation.png
624,ISIC_0010123_segmentation.png
625,ISIC_0006278_segmentation.png
626,ISIC_0010006_segmentation.png
627,ISIC_0002245_segmentation.png
628,ISIC_0012281_segmentation.png
629,ISIC_0003755_segmentation.png
630,ISIC_0009250_segmentation.png
631,ISIC_0011196_segmentation.png
632,ISIC_0002911_segmentation.png
633,B212a_segmentation.png
634,ISIC_0008814_segmentation.png
635,ISIC_0002555_segmentation.png
636,ISIC_0002586_segmentation.png
637,ISIC_0003400_segmentation.png
638,ISIC_0004854_segmentation.png
639,B474_segmentation.png
640,ISIC_0000347_segmentation.png
641,ISIC_0009142_segmentation.png
642,ISIC_0001608_segmentation.png
643,ISIC_0006326_segmentation.png
644,ISIC_0011338_segmentation.png
645,ISIC_0010703_segmentation.png
646,ISIC_0008818_segmentation.png
647,ISIC_0010221_segmentation.png
648,ISIC_0012930_segmentation.png
649,ISIC_0003661_segmentation.png
650,ISIC_0001087_segmentation.png
651,B793_segmentation.png
652,ISIC_0006305_segmentation.png
653,ISIC_0011028_segmentation.png
654,B629_segmentation.png
655,ISIC_0007610_segmentation.png
656,ISIC_0009815_segmentation.png
657,ISIC_0000063_segmentation.png
658,ISIC_0006709_segmentation.png
659,ISIC_0012496_segmentation.png
660,ISIC_0004506_segmentation.png
661,D536a_segmentation.png
662,ISIC_0008221_segmentation.png
663,ISIC_0000093_segmentation.png
664,ISIC_0003067_segmentation.png
665,ISIC_0008103_segmentation.png
666,P156a_segmentation.png
667,ISIC_0014642_segmentation.png
668,ISIC_0004645_segmentation.png
669,ISIC_0011335_segmentation.png
670,ISIC_0004496_segmentation.png
671,ISIC_0001691_segmentation.png
672,B337_segmentation.png
673,ISIC_0005545_segmentation.png
674,ISIC_0002185_segmentation.png
675,ISIC_0011328_segmentation.png
676,B477a_segmentation.png
677,ISIC_0009266_segmentation.png
678,ISIC_0011785_segmentation.png
679,ISIC_0006236_segmentation.png
680,ISIC_0005652_segmentation.png
681,D521_segmentation.png
682,ISIC_0008516_segmentation.png
683,ISIC_0003064_segmentation.png
684,ISIC_0007082_segmentation.png
685,ISIC_0013063_segmentation.png
686,ISIC_0001095_segmentation.png
687,ISIC_0008134_segmentation.png
688,ISIC_0008425_segmentation.png
689,ISIC_0003891_segmentation.png
690,B132_segmentation.png
691,ISIC_0001502_segmentation.png
692,ISIC_0011223_segmentation.png
693,ISIC_0002258_segmentation.png
694,B562_segmentation.png
695,ISIC_0007286_segmentation.png
696,ISIC_0012855_segmentation.png
697,ISIC_0009058_segmentation.png
698,ISIC_0006967_segmentation.png
699,ISIC_0001090_segmentation.png
700,ISIC_0008934_segmentation.png
701,ISIC_0004702_segmentation.png
702,ISIC_0001478_segmentation.png
703,ISIC_0011359_segmentation.png
704,ISIC_0008939_segmentation.png
705,ISIC_0006299_segmentation.png
706,ISIC_0011225_segmentation.png
707,ISIC_0009071_segmentation.png
708,ISIC_0003174_segmentation.png
709,ISIC_0001091_segmentation.png
710,ISIC_0009716_segmentation.png
711,ISIC_0008387_segmentation.png
712,ISIC_0007341_segmentation.png
713,ISIC_0002793_segmentation.png
714,ISIC_0012070_segmentation.png
715,B960_segmentation.png
716,B48_segmentation.png
717,ISIC_0010787_segmentation.png
718,ISIC_0012506_segmentation.png
719,ISIC_0012998_segmentation.png
720,ISIC_0006011_segmentation.png
721,ISIC_0005454_segmentation.png
722,A104_segmentation.png
723,ISIC_0014554_segmentation.png
724,ISIC_0006609_segmentation.png
725,ISIC_0009220_segmentation.png
726,ISIC_0006717_segmentation.png
727,ISIC_0005949_segmentation.png
728,ISIC_0010868_segmentation.png
729,ISIC_0006610_segmentation.png
730,ISIC_0007623_segmentation.png
731,ISIC_0007325_segmentation.png
732,ISIC_0002543_segmentation.png
733,ISIC_0008282_segmentation.png
734,ISIC_0007488_segmentation.png
735,ISIC_0012741_segmentation.png
736,ISIC_0004286_segmentation.png
737,ISIC_0010338_segmentation.png
738,ISIC_0003480_segmentation.png
739,ISIC_0014502_segmentation.png
740,ISIC_0003011_segmentation.png
741,ISIC_0011685_segmentation.png
742,ISIC_0003058_segmentation.png
743,ISIC_0006814_segmentation.png
744,ISIC_0008952_segmentation.png
745,ISIC_0000366_segmentation.png
746,ISIC_0010431_segmentation.png
747,ISIC_0010854_segmentation.png
748,ISIC_0008325_segmentation.png
749,ISIC_0008239_segmentation.png
750,ISIC_0008436_segmentation.png
751,ISIC_0007314_segmentation.png
752,ISIC_0010279_segmentation.png
753,ISIC_0003580_segmentation.png
754,ISIC_0012048_segmentation.png
755,ISIC_0007995_segmentation.png
756,B721a_segmentation.png
757,ISIC_0001789_segmentation.png
758,ISIC_0002620_segmentation.png
759,ISIC_0002983_segmentation.png
760,ISIC_0007778_segmentation.png
761,G40a_segmentation.png
762,ISIC_0000672_segmentation.png
763,ISIC_0004552_segmentation.png
764,ISIC_0009753_segmentation.png
765,ISIC_0001101_segmentation.png
766,ISIC_0002930_segmentation.png
767,ISIC_0004710_segmentation.png
768,ISIC_0000959_segmentation.png
769,ISIC_0009502_segmentation.png
770,ISIC_0012026_segmentation.png
771,ISIC_0008693_segmentation.png
772,ISIC_0004609_segmentation.png
773,ISIC_0002383_segmentation.png
774,ISIC_0000563_segmentation.png
775,ISIC_0008094_segmentation.png
776,ISIC_0006540_segmentation.png
777,ISIC_0013397_segmentation.png
778,ISIC_0001390_segmentation.png
779,ISIC_0003353_segmentation.png
780,P262_segmentation.png
781,ISIC_0010704_segmentation.png
782,B293e_segmentation.png
783,ISIC_0001001_segmentation.png
784,ISIC_0002857_segmentation.png
785,ISIC_0011248_segmentation.png
786,ISIC_0003859_segmentation.png
787,ISIC_0005722_segmentation.png
788,ISIC_0009834_segmentation.png
789,ISIC_0003616_segmentation.png
790,ISIC_0008850_segmentation.png
791,ISIC_0011648_segmentation.png
792,ISIC_0007517_segmentation.png
793,ISIC_0001068_segmentation.png
794,ISIC_0001799_segmentation.png
795,ISIC_0008559_segmentation.png
796,ISIC_0005324_segmentation.png
797,ISIC_0013983_segmentation.png
